text,cachaca
Sonia Fernandes,False
"Rodrigo Diih A amnésia, após uma bebedeira, é resultado de uma intoxicação intensa. Especialista afirma que ""A perda de memória após um pileque é um aviso para se parar de beber”. Não adianta se esforçar para tentar recordar o que aconteceu no dia seguinte. As lembranças da noite anterior desaparecem para sempre porque o hipocampo nem sequer gravou-as. O álcool ataca também neurônios de outras partes do cérebro, incluindo o córtex frontal, responsável, entre outras coisas, por manter a atenção. Assim, os bêbados também não conseguem se concentrar. Mesmo quando não ocorre uma amnésia completa, esquecem alguns detalhes. Neste caso, você pode estar tendo esses flash por não ter perdido por completo as informações do seu cérebro. Mais vamos manerar na bebida né?",True
Faaaala Rafael!,False
Show,False
Deu água na boca,False
Adoro 🖤,False
Beleza de Receita.,False
Arob!!!!,False
Seu pedido foi enviado e o cod. de rastreamento dos Correios foi enviado para seu e-mail. Ficamos à disposição.,False
Rita Zeine,False
a onde compro em sao borja r.s,True
Eu sou de Belém do Pará,True
É o primo tupiniquim daquele outro. rsss,True
Kkkkk,False
👏👏👏👍,False
Ricard Souza Souza.,False
Eu quero embebedar-me com o perfume dessa flor!...,False
"Anderson Hanauer , Joni Hanauer",False
"Vamos respeitar a lei do idoso, já é  minha",False
Olha isso Leandro Andrade nao quero mais ovo de pascoa so quero esse kit kkkkkk,False
👎👎👎👎👎,False
Ferreiro Januário,False
Ja comprei...Adoreii...Pra quem tem bom gosto!!!,True
😃,False
Parabéns!!!!!!!!,False
Quero uma garrafa.,False
Gabriela Barbosa Gabriela Canozzo Lahr Guilherme Pires Thais Bataglini vamos adquirir,False
Havana,False
😳 ai sim,False
Que merda,False
Sou de salvador não tenho cartão Master  nem visa,False
Que. rido,False
Show de bola a minha já chegou!!!,False
Nunca provei na minha cidade não tem,True
Rei das lives,False
Amo vale verde.  Sou louco pela edição especial de 30 anos .,True
Legião urbana ( dezesseis),False
eu ein quanta bebida,True
Feliz Natal,False
Gi Garrido,False
"Tomar​ Todas Por,,,",True
Top demais...,False
Maria Carolina.Karina Kalita.Kerima Katrini,False
"Top hein ,",False
Amém,False
Miih Bonardi CaseirinhoMiih Leticia Lovo Marcia Gali  Bora prova 🥃🥃,True
Quanto eh,False
"Concordo, já não  preciso ir a Gravatá para abastecer.",False
Boa noite! Qto? Obrigado,False
"Cachaça do Rei, Capivari",True
Ruiva Jefo,False
Parabéns ficou lindo a entrada de Salinas,False
Chama no whats linda,False
Gravação dos Programas realizada na PRODRINKS,False
Eita asim  e pra  mim deixa com  agua  na  boca maravilha 😍😍😍😍,True
"Manu Romano, José Lopes, Camila Romano Berindoague,Damaris Romano,Silvia Tenorio,",False
"Daiany , Caroline",False
Presiso conhecer esse lugar 😅😅😅😅,False
Thiago Branco Bruno Menino João Matheus Menino,False
PARABÉNS e feliz idade!,False
Como comprar e o valor,False
Gabriela Rocha,True
agora fico bom vamos ter que aprender fazer esse em Rodrigo Echeverria Martins brigadeiro de pinga,True
O que bom dura pouco,True
seu lema Jessica Fonzari?,False
Cidinha Vieira,False
😍😍,False
Eu tenho a Porto Vianna Premium é Toooppopp,False
Serra limpa.,False
Parabéns muitas felicidades  e sucesso.,False
Quando tô com grana!,True
Boa ideia!,False
Jaqueline Santos,False
Rosangela Oliveira olha isso,False
Kkkkkkkk,False
Único modo de rebater a ressaca é se mantendo bêbado,True
Uma Maravilha  eu quero,False
Quero comprar,False
Dinho Silva  Jonatas Tristao Jonatas Rosangela Aparecida Silva  Vitor Isac,False
Eu!,False
Haja FIGADO...,True
José Maria Hermosilla De Almeida,False
Preço?,False
Boa tarde,False
Wiba ....excelente,False
Kkkkkk bando de Cachaçeiras 😂😂😂😂😂😂,True
Quero saber o valor!!,False
To aqui assistindo 😍,False
Que caroooooooooooo,False
Que foto MARAVILHOSA...amo isso😊😍,False
"Uma Umburana, ahhhhhhhhhhhhhhhhhhhhhhhhhh,",True
"Brincadeira, acordado até agora pra isso",False
Cupom de desconto:  AOVIVO10,False
"Parabéns seu Moa’,que Deus continue o abençoando na sua infinita grandeza👏👏👏🎂🍾🍾🍾",True
Thaisa Botigelli,True
Seleta,False
Tô nessa. Boa tarde.,False
Alexandre Bronziado,True
Ameiiii 😍😍,False
Boa noite amiga,False
Rafael Rocha😜,False
"Certo mesmo, é do gargelo a guela.",True
Marcelo X Monique Monique Marcelo kkkkk,False
Gogó da Ema!!!!,False
👏🏾🥃💪🏾🍀👍🏾,True
A Casa da Bebida lamenta qualquer transtorno que tenha causado e espera poder atendê-lo novamente. Abraços!,False
um luxo,False
"Luccas Fernandes você tentou marcar a sua amiga Edilene, mas a marcação não foi realizada com sucesso. A frase também precisa conter o nome Casa da Bebida. Tente novamente para participar da nossa promoção.",False
Que sucesso!!!!! Marsvilhosa cachaça!!!,True
Essa é a minha cachaça favorita que não pode faltar no meu almoço...,True
Boaaa... Bora Mercia Padua!,False
Susy Bueno,False
Mateus Lucas precisamos provar 😋,True
uma você toma a outra você  bebe,True
belo presente....espero ser sorteado],False
Netinho eu quero kkkk,True
Essa é boa !,False
Cassio Cássio Cavalcanti Guimarães,False
E vendida nos mercados de Jundiaí SP,True
Luciana Souza Lucimeire Souza Mary Souza,False
Tiago Sousa Tiba Vitoria André França Denis Santos ai sim hein....kkkk,True
"Muito bem lembrado amigos professores e alunos da Engenharia de alimentos da UFPR.
A CACHAÇA A mais antigae legitima bebida nacionalabrenovas perspectivas de negocios a curto prazo.
E tudo  está ai principalmente a cana nesta terra ROXA",True
amei.  show.,False
Ooo Alcides Cantos De Oliveira Junior o teu dia chegou kkkk,False
Cachaça com umburana artesanal,True
Brüna Andreciolli pra Você 🍃🐾🌻,False
"Havana, Anísio Santiago.",False
Olha amor André Bodão,False
"Elizabeth Borges , olha isso cunhada, vai fazer pra nós?😍😍",False
Um presente perfeito. Lindo mesmo.,False
Ypióca ouro 48 anos a melhor até hoje!,True
Ricardo Martins Ricardo Martins,False
Só por Deus! O fígado que trabalhe nesse dia!,True
E depois? Saem de táxi ou enfrentam o bafômetro? kkk,True
Eugênio Leal,True
"O vídeo é bem explicativo e muito bem produzido, mas peca pela informação ou falta de informação quanto a localização da fábrica da cachaça Salinas. A fábrica da CACHAÇA SALINAS fica situada em Novorizonte, que por sua vez fica a cerca de 27km de Salinas.",True
A pinga  é  boa kkkkk,True
Uauuu!das boas,False
Cachaça Providência,True
Nana Oliveira,False
Eu também quero.,False
"Parabéns,  Saudades",False
Com direito a degustar...,True
Trio X! Muito phoda. E lasko pinga pra dentro. ❤,True
Sucesso,False
Sandra Cencini,True
Rosimere Rafael,False
Top top mais muita caro para Brasileiro,True
Up,False
"Olá! Temos interesse, favor chamar (51)9840-1770 zap.",False
Ameiii!!!!,False
Aí meninas o licor é  30,True
Quanto custa e onde encontro essa maravilha ?,True
Me de papai,True
É só. Faltou.  Eduardo. Costa amores😢💔💔,False
Velho Barreiro...essa é TOP....,True
Cadê o Eduardo Costa?,False
vamos  toma  uma  emais uma,True
Lindo te adoro,False
Cachaça Blumenau Frida 6 anos no carvalho americano !,True
Educaçao é o que o.pais precisa. Parabens moçada!,False
Fica onde amigos??,False
Mauricio Maia. Mauricio Sebastião Pires Morais,False
Cachaça COMPANHEIRA 😍,True
José Ambrosio e Alexandre Albuquerque.  Bons momentos requerem produtos de qualidade. Cachaça Companheira.,True
É boa está cachaça já tomei     Lages SC Brasil Sul,True
Juldimar David Dias,False
"Alexandre Almeida e aí meu parça, já tomou um mocotó no rabo?",True
Eu quero  marli Silva,False
50% de alcool,True
"Jubinho Gilvan, Eder Ruas, Wilton Pedro Silva Bora",False
Parabéns,False
Olímpio De Miranda Júnior olha aí,True
Eu quero.,False
"Nossa degustei e claro tão boa que não resisti e comprei. Super recomendo. Atendimento de primeira tbm, top. Estão de parabéns",True
Felipe Couto Dos Santos,False
Eu amo vcs gatas😘😘😘😘,False
Onde encontro ?,False
Bonitos rótulos,False
É  pra tomar muita cana beijo leu,True
"Ypioca, pitu e cachaça caranguejo kkkkkk",True
Vc tbm gosta heim! ! Muito bom!,False
"Vejam vocês as cachaças mais baratas, primeiro e segundo lugares são as melhores, para o produtores verem e abaixarem o preço absurdo, de algumas cachaças!",True
Susseso parabéns,False
"Com certeza, em Sto Antonio tem uma certa azulzinha que simplesmente é uma maravilha de sabor, cantada até por Lupicinio Rodrigues.",True
a dois anos atrás eu fui...,False
http://bit.ly/historia-do-copo-mais-famoso-dobrasil,False
Rodrigo Oliveira,False
"Suynan De Paula Silva, Elba Brito e Camila Góes pra vcs!!!!*rs",False
Esta cachaça é encontrada no mercado ( varejo ) ?,True
Salinas. ....,False
Onde encontrar Cachaça Sapucaia na Belgica,True
Sandra Dantass,False
Um luxo !,True
Parabéns MAQUINIFICOS!!,False
Companheira,False
Kariely  putzzzzzzz,False
"Pinga brejeira, como chamamos aqui em Barreiras - BA",True
"FALTOU O MEIO PUTO
OU SEMI GAY",False
Eu quero,False
Coisa bonita demais.,False
WEBAAAA eu quero.,False
"Todo mundo que bebe pinga boa , vive mais de noventa anos . Kkkkkkkk É um levantamento que fiz . Já falei isso pra minha muié . Kkkkkkkkk",True
Marina Machado,False
Neninho Ferreira.ja bebeu todas .,True
"Airton Orlandini, vamos agendar uma visita ??",False
Gabriela Matias e Alice Nathália,False
"Olha q chique Daysiane Souza Karla Caetano
lembrei de Dri...
O meu ninguém vai beber não pq é meu.kkkkk",False
Que não mata engorda,True
"Parabéns a Família Sanhaçu,  sustentabilidade acima de tudo",False
5,False
Faltou o Gusttavo Lima.,False
quanto fica um litro da umburana?,False
É o 3,False
"Vejo essas coisas e só penso em marcar vc, Karen Cesar 🤣🤣🤣",False
Top,False
eu querooooooooooooooo,False
Parabéns pelo sucesso.. Dimas Silveira é nota 10.,False
"Gostei das pompas da apresentação, com a cachaça COMPANHEIRA, nunca estou só. Uma boa cachaça tem seu valor, suntuosa e virtuosa... show !!!",True
Qual o valor??,False
"Paulo Filho
Mennie Souza Souza",False
Show,False
"Dia 15, dia dos professores...sugiro cortesia para os mestres rsrsrs...",False
Eu gosto da Decisão,False
Tuanny Gouvea...vamos fazer,True
Denise Dutra Birk,True
Show de bola 👏👏👏,False
tá parecendo o sanduiche do Scoodydoo,False
Sensacional aguei a Boca 🙈🙈🙈 Sanhaçu - cachaça orgânica,True
"Claudionor,  Caribé e Matuta",True
Merece uma comemoração vamos todos tomar uma.,True
Muito boa,False
Boazinha de Salinas,True
Famosos da musica & viva a cultura musical,False
"hummmm, é bom DEMAIS!!!",True
Taça ISO com o logo.,True
"Parabéns Natanael, ótimas cachaças, sempre presente no meu bar.",True
Lilian Rangel,False
Amburana e Balsamo...sao maravilhosas,True
Jesusssss,False
"manda pra nois, tá escondendo o jogo",False
Top,False
Uisque: só escocês cachaça: só do norte de minas.,True
Parabéns!!!,False
"TEM MUITAS BEBIDAS QUE GOSTO, COMO VINHO POR EXEMPLO, MAIS A CACHAÇA ( A MARDITA ) É A QUE MAIS GOSTO, TOMADA PURA, =  EVITO MUITAS VEZES DE TOMAR PARA NÃO VICIAR, PORQUE  POR SER BOA DEMAIS TEMOS QUE TOMAR MUITO CUIDADO COM ELA ( NÃO ABUSAR EM HIPÓTESE ALGUMA )",True
Pense numa cachaça boaaaaaaaaaa,True
Só tomo da branquinha.,True
Uau...eu querooo,False
Copo feio,False
Antonio Leonidas de Souza,False
"Qdo pintei a minha colorida ontem lembrei mt de vc, pouco depois vc postou essa foto rsss",False
Mas que delícia uuuuuuum adoro muito,True
Top,False
Vou experimentar 🤦,False
O lula gosta dessa,False
Cada um compra o qui podi pinga Boa Eduardo kkkkkk,True
Débora Galvão,True
Cachaça no café quente,True
"Magnífica Soleira, Sinhá Brasil 6 anos e Claudionor.",True
ok obg pela atenção,False
"Eduardo Costa,fica fora...",False
Amooo café e está destilada ainda não provei.,False
"Vale Verde com Churras! 
Tião Carreiro, cantando... top!",True
André Moreira,False
Renata Rodrigues vamos jogar kk,False
👏👏👏,False
Vcs têm um distribuidor na Colômbia?,False
Priscila Donatangelo Pavarini.,False
Aí sabe mlk faltou eu aí sim kkl,False
"Uma pitú lá da bodega do louro,degusteia a mesma com um requintado cajá-umbu da feira da parangaba!delícia!",True
Celmo Arley Fagner Mota,True
Samanau,False
Assinando hoje.  Envia quando?,False
"Seleta
Salinas",False
"Rejane Revendedora
Cecília fortes Peter",False
Joana Daibert,False
Amburana da Casa Maneco,True
QUERIA AS 3,True
Teremos novos sorteios?,False
olha isso Naysa,False
Brenno,False
Jaqueline Ritter Jacky cadê o abacaxi ?,False
É meu essa realmente é uma das melhores que já degustei/apreciei!!!,True
Receitas ótimas ! Parabéns 👏🏼👏🏼👏🏼,False
"""Mariana"" 50,8 %",True
"Vomos comemorar o titolo mineiro, a qui e galo. Forte vingador. Pracima des galo e nois",True
Qual o valor,False
Qual vai vim esse mês pros que fizeram o cadastro da cachaçaria nacional,True
O bom mesmo é Tomar umas,True
Eu mesmo,False
Linda de mais,True
Maria Eduarda Araújo  Rebeka Fabri vamos fazer,False
Já qroooo,True
Marcelo Alves,False
👏👏👏,False
Feliz noche con todo mi cariño,False
A Prazer de Minas Celebration (10 anos) é ótima!,True
Vanessa Barbosa Freitas,True
Orlando R. Garcia Liporini Renan Liporini,False
Eudeice Sanio,False
Magno Vidraceiro,False
ela é nota  M i l,True
Gostaria de saber das salinas que estão na promoção,False
"É muito boa, a cana aparece muito! Achei que pura é o suficiente para apreciar!",True
"Olá Gregório,",False
Um monte !!!,False
"Da Fazenda Moinho Seco..Itaverava MG, Vale Verde e Claudionor.",True
Josiane Ribeiro quero,False
Extra premim de carvalho top.,True
Parabéns,False
Tá animadas lindas eu quero e ouvir músicas sertanejas bjs,False
Chego já já,True
Lindas,False
Eu quero,False
"A Seleta é boazinha (rs), mas comparar com a Canarinha, que é maravilhosa, é covardia.",True
A Marília sou eu na vida Maria Paula Mariana,False
Eu quero ganhar,False
Amei,False
Natália  faz pra nós,False
Eita Muie marvada,True
Feliz aniversário João ! Tudo de bom sempre . Bjs,False
Delirium........,False
Vai ser maravilhosa,False
"Olha ai Bruno Vieira Silva 
Kkkkkkkkkkkkkkkkkkkkkk",False
"Weber Haus, muito boa!!!",False
Glória Santos🥰,False
Lourinei Fernandes,False
"Marapuana , Catuaba e Carvalho 16 Anos  da Kruendo  de  Luiz Alves , SC 🤗",False
No copo uai,True
Parabéns pra tio Moacir🎉🎂🥳,False
Felipe Moreira,True
Rafael Regerossi Do Vale,True
Larissa Moherdaui Biaggi,False
😋😋😋,True
Thatiane Francielly,False
Velha Janú..,True
Claudio Aparecido Rosilene De Melo,False
Alexandre Yamasato 👍,False
A cachaça Caraibas  lhe deseja muita saúde e felicidades.Parabens,True
Luciano Prado uma companheira assim...😮😍😍,False
"Nossaaaa....na dieta que estou....fiquei salivando agora....deve ficar ""diliça""...",True
TOP,False
Wilson grande amigo de viagem👏🏻👏🏻👏🏻👏🏻,False
Manoel Agostinho Lima Novo Maria de Fátima,False
Prova a rainha.,False
Qual o valor eu quero um,True
Vamos sim Alexandre Cabral da Silva. To dentro. Quando??,True
"Sr. João Faria e família continuam ""Magníficos""! Saúde e felicidades!",True
Se for da boa qualquer  uma!!!,True
Necessituuuuu...olha Marcio Abreu e Ivã Ribeiro,False
Eu quero tio,False
"Grazielly Prates, Rafael Lima, Thays Dos Santos, topão?",True
https://www.facebook.com/permalink.php?story_fbid=1493839274206947&id=100007426668708,False
Adoro!,True
cachsça seleta barril de carvalho top,True
O copo que cabe mais,False
"Pessoal
Esta garrafa foi lançada hoje em BH 
Teremos em breve o valor e disponível em nossa loja
www.feiradacachaca.com.br",True
"Muchísimas gracias a todos que 
acudieran al evento ...  
Esperamos verlos muy pronto... 🇧🇷🇪🇸",False
Hmmmm,False
Isso é  em qual Estado?,False
Pri Valcacer,False
👏👏👏,False
Claudio Maura Melo,True
Vamos beberrr,True
"Essa não é cachaça​ para se embriagar, é cachaça pra degustar, com prazer, devagarinho.",True
Joana Ferreira Hurt,False
Time de primeira! 👏,False
Sorte amigos@ bjs,False
Driele Camargo,False
Vale verde 1992,False
Bandarra 40% e desce macio.,True
750,False
"A minha acabou
.....vou comprar sabado",True
Deve ser muito ruim. Huuuuuummmmm,True
Gaby Barbosa,True
Daêe Santana olha aí tu não disse que tem vontade de experimentar !,True
Ao Sebastião Teixeira Rodrigues,False
Envelhecida por 15 anos? 🤔,True
Thiago Silva pode fazer pra nós assim tbm😁,False
Show,False
Parabéns Dom Tapparo manda uma pra nós degustar também..ķkkk,False
Parabéns coronel Emiliano sucesso,False
Sanhaçu é a melhor orgânica!,False
Anihaus,False
Quero experimentar essa saindo quentinha viu,True
Huummm Essa Deve ser Boa HEM 🥃,True
Danilo Marotti Junior Parana,True
"Carlos Henrique Ferreira
Mais uma encomenda 😋",False
Adriana Lourenço,True
Lindo,False
Renan Nascimento  Josilaine Jusani,False
Sim vamos !!,False
"Veja aí, Carolina Nunes, Augusto César e Alex Steimbach.",False
Renata Peres,True
Era remedinho bom da gota gente,True
Olha isso Pedrinho Onkotô....,True
"Olha ai Laís Nascimento , Jholanda Jessica Rosendo , Irivania Laura",False
rsrsrs,False
"Vcs têm a ""BOAZINHA""?",True
Estou aguardando o retorno do resultado!,False
Q Maravilha não perco por nada amo dê mais ❤❤❤❤,True
Celso Satoriva Ross,True
Stivee Nascimento,True
👏👏👏👏👏👏👏👏👏👏👏👏👏👏,False
Marlua Sousa,False
\o/,False
Top,False
aceito amostras gratis,True
deu até vontade de tomar uma,True
Joyce Assis precisamos experimentar kkkk,True
Floripa SC,False
Nino Porto Neto,True
"Essa é minha preferida, top.",True
Velho barreiro,True
"Magnífica Soleira, Sinhá Brasil 6 anos e Claudionor.",True
Prefiro a Claudionor.....rs,True
Já bebi. Muito boa.,True
"Andreia Lima Angell
Tamires Lira",False
Tudo gostoso,True
Michelle Miranda,False
Haittman X Haittman,False
E viva a WIBA!,False
Parabéns aí sanhaçu e obrigado Oto a Garrafaria apóia esses projetos aí com a cachacaria nacional,True
CaRu Parrega oia ai kkkkkk,True
"Vou ter que comprar para experimentar, pois só ouço falar bem desta cachaça.",True
"Não é fácil de achar mas é a bundinha de içá frita no óleo de amendoim, passada na farinha de mandioca. Fica ""mil"" com a cachaça Paiolinho...",True
Pô foi toma umas e nem me levou Fabiana Zandona,True
Wouw !!! 🎩🎩🎩,False
"Chama o Felipe Neto também 
😂😂😂😂😂😂",False
Sebastiana será a de Janeiro?😍😋,True
Cachaça galo bravo amburana,True
Deu água na boca Flavio Lima vamos marcar hehehehe!!!!,False
Aprecio muito a cachaça Vecchio Albano 5 anos em barril de carvalho francês,True
Queria conhecer a gelatina de cachaça,True
shou de bola,False
Jessika Paula,False
"Sei que minha opinião nada vale, mas concordo com seu Moa , sanhaçu  é a primeira sem segunda. E agora, mais econômica, significa mais em conta. Parabéns. ! Se você está fazendo 70 anos, no ano passado você fez 69 !!!!!!!!!!!!!! ?",True
A melhor! Nào tem pra ninguém!,True
Onde eu encontro uma dessa😍,True
Queria todos 😍,False
Melhor cachaça 👏👏,True
"sim já convidei pelo aplicativo , torcendo muito ..",True
Elisângela Tapparo,False
raizes de minas,False
"Oi Marluce Santos Ambientalista, preciso saber em que proximidades você prefere para que eu possa te dizer alguns lugares de venda!",False
"Fabiano Galindo, vc nem apareceu na Fenearte esse ano, né?!",False
Que luxo...parabéns pelo sucesso!!,False
Kelly Criis é essa?,False
Sapucaia la MEJOR cachaça del Mundo en Todos los Idiomas!,True
Voces se lembram da louquinha amarelinha?,False
FIO DE CABELO...,False
MAIS CARO TB.,False
👏👏👏👏👏👏👏👏👏👏👏👏👏,False
Quanto custa a garrafa?,True
"Ótimo presente de aniversario, Agradeço. Kkkk  Kamylla Marques Lohayne Marques Fabiane Roriz Ana Paula Pamela Pabline Andreia Haley",False
EDSON MEXA E SANDRA PEXE,True
Adriana Torres,False
Só queria ganhar uma tacinha...,True
Eu.,False
Linda a garrafa e delicioso o líquido!!!,True
Chegou ????,True
"Luciana Gasparini
Luciana Lima",False
Quero ter uma na minha coleção,True
"puxando sardinha p meu lado , gosto muito da Alívio de Dores kkk",False
Essa cachaça eu não tenho 😭😫.,True
Aldo Teles Peixoto,False
Estou doente de vontade depois de mais de vinte dias dodói de pneumonia! Quero já!,False
"Parabéns, Celia, felicidade sempre e um grande abraço!",False
No shot,True
Está e top,False
Cachaça Weber Haus!!! Uma delícia!,True
"Lucia Pinheiro, Lino Pinesi",False
"Já fiz com varias pingas, mas com cachaça até agora gostei mais da Sagatiba Pura.",True
Qual a  data desse ano sera o festival da cachaça em salinas? Já tem programação?,True
"Bom denaissss, faltou Gustavo.lima",False
Vale Verde Alambique e Parque Ecológico,True
Billie Littlechild,False
Domingo mais que merecido....😋😋😋,True
E esse Leonardo  e seus amigos tão de parabéns,False
Elyse Pessoa,False
"A prata tá 20,00 reais aqui no mercado.",False
"Ôpa, vamos sim",True
Salinas(todas) !!!,False
Diego Vasques,True
Tenho uma pequena coleção e ganhei uma garrafa da Reserva do Gerente! Ainda não tive o prazer de experimentar!,True
To esperando,False
Mt bom adoreiiii,False
👏👏👏👏👏👏,False
Eu quero ganhar já compartilhei com todos,False
"Linda! Que a Havana é uma cachaça com alto valor agregado já sabemos, qual será o valor de uma garrafa dessa?",True
Haaa vai demoraaa,True
Com certeza faltou Eduardo Costa 💙,False
"Serra limpa, Ipioca, serra grande.",True
"Vc sozinho é tooppppp não precisa de ninguém,   sempre será top de linha 😍😍😍😍😍😍",False
"Eu tenho a primeira safra do velho Bento.Ainda era esse o nome.Depois mudou.Ela tem um destino específico.Abriremos no ano que vem, quem sabekkkkkkk",True
Olha isso Luis Pereira,True
Qual é o horário aí vizinho...,False
Muitooooo caraa😢😢😢😢😢😢,False
Vcs aceitam cartão de crédito?,False
"POEMEU -------------------------------------------------------------------------------------------Na Porteña Buenos Aires                                                                     segue a Elk caminhando                                                                                  sua Sanhaçu vai bebendo                                                                                     e suas fotos vai tirando                                                                                   Elk tome cuidado                                                                                                     pra não tomar muitos tragos                                                                                e com um gringo ""apassionado""                                                                       voce acabar se casando.",True
Obrigada amiga!,False
Tatuzinho...,True
boa noite vai ser top,False
Luiz Roberto Zamora Zamora!!! 😂,False
Olha issooo Felipe Rossetto,False
Olha Lorraine Follmann Lo,False
Caribé salinas Claudionor,False
Chique,False
Cachaça Linda!,True
Jair Reidel Luiza Gomes,False
Parabéns João Luís!!  Merecido!! Q venham mais prêmios.,False
Beleza,False
"Escorrega/AL, Pitú/PE (aguardente) e  Matuta Umburana/PB",True
Os três seria muito  bom !!!!,False
No shot,True
Parabéns você merece e a wiba a cachaça,True
Vinícius Fróes mostre pro seu pai.,False
Eu gostaria de porva eu acredito que é boa.,False
Gosto de uma cachacinha mas essa ainda não conheço,True
Arthur Trellese William Mancini Filipe Bellato,False
Elizeu Souza Melo😲,True
Ipueira e Triunfo,True
Achilles Emilio Zaluar e Véronique Donard vejam isso.,False
Cachaça Santo Grau Itirapuã.,True
E a receita?.???,True
Alessandra Oliveira ❤,False
Valdirene Pinheiro Venancio Ferreira. Gracyele Roque,False
Essa é boa,False
É tradição né! Chama o Velho que Vem ! ❤️,True
BOOOOOAAAA!,False
Anísio Santiago: http://www.cachacarianacional.com.br/produto/cachaca-anisio-santiago-600ml-70857,True
Sucesso,False
Parabéns e sucesso sempre,False
https://www.youtube.com/channel/UCQRVzcE4k_Q_nCgwJY4kBEA,False
"Tirando a 51, qualquer uma q seja branca",False
"Anísio Santiago (Havana) e Canarinha,ambas produzidas  em SALINAS e pela mesma família (tio e sobrinho).",False
Rainer Lopes,False
que liendo!,False
Jambu,False
Show!! Que venham ótimas oportunidades!!,False
bora,True
"Top demais! Desejo a vcs, cada vez mais e mais sucesso! 😉",False
Nao conheço essa pinga gostaria de conhecer,True
"Gostei da receita,Mas aonde entra o limão taiti???",True
Rayres Ramos,False
Copo...,True
❤🍻,True
Hum 😋😋😋😋,True
"Eu gosto muito a da Esalq fabricada em Piracicaba, com madeira de Amendoim",True
"Tenho paixão pelo colorido desta garrafa .Bela,bela,bela .",True
Karine Martins Karlian Kaka já sei qual vai ser a próxima sobremesa,False
Era assim  que  eu ia  fazer  Drielle Maia,False
Juninho Francischini Gustavo Oliveira,False
São Bartolomeu - MG,True
Um luxo,False
"oloco, agora a porra ficou séria",False
Jeferson Andrade Anderson Nunes Soares,False
Uma obra de arte,False
https://youtu.be/VogfaL3VK3c,True
Século XVIII,False
Legal essa loja. Passa cartão e os preços são bons,False
Defuntaria,False
Modernidade e qualidade sempre juntos. Parabéns pelo planejamento e atitude na busca da melhoria constante.,False
Ai Fabiana Pavan Oliveira o melhor site do mundo. Kkkkkk.,False
Ildeu Joao,True
"Pütz , se cachaça é Companheira , a cerveja é Amante né 👍🏻🍺🍻😉😉",True
D,False
Ricardo Pellison Mirian Oliveira,False
Sem els nao. Da,False
Paula Kuhn Ramos,False
Eduardo Du,False
Rosemeire Rosimeire Xavier Ferreira,False
comprei esse!,False
Está lindo Ana!,False
"Aline Gonçalves Tridapalli
Camila Fernando Miguel",False
Demais!!!,False
"Daniel Hends e Bruna Nunes
Tudo mais louco que o Batman.",False
Sim essa é top ja esperimentei,True
"esse  fregues ainda vai aparecer aí, aí vamos ver se isso foi montagem ou não",False
Lnda,False
Nathália Araújo Azevedo,False
"Rezeva do gerente ,Guarapari e Companheira de Minas Gerais",False
Bom dia,False
Aí sim valeu.,True
"Vcs tem que ser exemplos, não ficarem insentivando o consumo de bebidas alcoólicas, tomam vergonha na cara.",False
PARABÉNS Sanhaçu,True
Já querooo,True
"Marluce Santos Ambientalista, infelizmente aqui no shopping Recife não é permitido degustação ou comercialização dos nossos produtos. Entre em contato conosco através do email contato@sanhacu.com.br que a gente resolve o problema da compra da Sanhaçu para os seus amigos de uma outra forma!!!
E venha visitar a gente aqui no Shopping. Estamos aqui até domingo!",False
Huuuuu delícia...,True
Pode ser as duas,True
Vou assistir vão arrasar adoroooo,False
Mauricio Schirmer...,False
Não vou perder 🥰😍😍😍,False
Cachaça da minha terra. Maravilhosa.,True
"POLIGLOTA, EU ! 😏😂👋👋👍",False
"Leonardo te amo lindão ,vamos tomar uma !?",True
Legião urbana ( dezesseis),False
Bacana 👍,False
Canto custa uma garrafa,True
"Hiran Parente, toma uma Sanhaçu por mim aí, meu amigo.",True
"Marcelo Peçanha lançamos uma para o fim de ano, dê uma olhada!",True
é vero,False
SHOW CACHAÇA BOA,True
Hum  que maraviha,True
🔝,False
Janaina Silva,False
Tô dentro,False
"...""Se beber nao dirija""
 ...  http://drivinggirls.wix.com/condutoresdealuguel",False
Cachaça boa é cachaça cabaré que levanta o pau dos homens e abra as pernas das muié 😂,True
Cachaça da Boa do nosso amigo Geraldo Filgueiras,True
"O líquido que mais harmoniza na face da terra. Combina maravilhosamente com escargot, caviar, lagosta filé mignon, rabada, sarapatel, buchada de bode...",True
"Vou trocar a cachaça por 51, safe",True
Cadê Eduardo costa,True
INDICADA por Jessica Juncken,False
Delicia,True
Tripinha de porco frita,False
"Eu tenho festa em casa, só que balagem deve ser antiga comprada Em B H muito boa . Até distribui a clientes meus",False
Som ótimo,False
"Rachel Salles , Tiorobson Costa.",False
"A minha não chegou até hoje ,sou  assinante ,mas não sei porq essa não veio aínda ...vou ligar lá amanhã",False
q beleza,False
Esta garrafa é belíssima adorei,True
Top,False
Já escolhi. Cachaça  Caratinga.,True
"Tenho  a minha adega está, a CASTANHEIRA e a IMBURANA, as 3 são  TOP.",True
"Também achei, Maria Betania Bastos <3",False
Sanhaçu - cachaça orgânica,True
Galdino gomes. Anderson Souza. Sebastian Lopes. Rilma Gomes,False
Eita coisa boa!!,True
"Havana ,Salinas(amburana)Haber Haus (7 madeiras)",True
Que legal.....,True
