text,labels_int,labels,llama3,mistral,is_opinative,gemma2,gpt-3.5-turbo-0125,cachaca
"Tristeza acabar a Maria Izabel e não ter previsão de voltar à Paraty pra repôr o estoque.

#cachaça #MariaIzabel #Paraty https://t.co/xL5yJrX87G",0.0,negative,negative,negative,True,negative,negative,true
"Eu acordando no sábado 😪
#sertanejo #modaoraiz #cachaça #itaipavapremium #brunoemarrone em São Luís, Brazil https://t.co/tcUJ5Fw4bW",1.0,neutral,neutral,negative,False,neutral,neutral,true
"#copodecachaca, #cachaca, #minasgerais, #pinga, #saopaulo https://t.co/bfQlFLjgm4",1.0,neutral,neutral,positive,False,neutral,neutral,true
"Aconselha o velho #ChicoBuarque ""Não beba muita #cachaça"", mas eu consigo

Jun/2017y
#saopaulo #cubancigar #vilamadalena #brasil 🇧🇷 em Bar do Seu Zé - Empanadas Chilenas https://t.co/7Px4vpoacj",1.0,neutral,neutral,neutral,True,neutral,neutral,true
"Ela não é só linda, ela é gostosa também! Samanaú Envelhecida série limitada. Já garantiu a sua!? #samanau #cachaça #envelhecida #serielimitada #decaicoparaomundo https://t.co/GZgsdctyWQ",2.0,positive,positive,positive,True,positive,positive,true
Negócio bom! #empreendedorismo #pinga #cachaça em Lá Na Esquina https://t.co/wxTMF5B2KP,1.0,neutral,positive,positive,True,positive,positive,true
MKT raiz é assim!!! Supermercado Bom Preço!!! Kkkkk #cachaca #Bolsonaro171 https://t.co/L6o1mYpjIA,2.0,positive,negative,positive,True,positive,positive,true
"Cachaça Mel de Minas. De Paraopeba/MG. 40%. Armazenada em amburana. Sabor com nuance de baunilha, com álcool destacado. #cachaca #meldeminas #pinga #amburana #spirits #paraopebamg #pinguinha https://t.co/ZaJOLY8seV",1.0,neutral,neutral,positive,False,neutral,positive,true
"Comemorar com cautela é otopatamar, né?

#cachaça #cana #cautela #comemoracao #comemoração #eleicoes2020 #paraiba #prefeito em João Pessoa, Brazil https://t.co/E1KyudLyoJ",1.0,neutral,negative,neutral,True,neutral,positive,true
"SEXTOUU por aqui🤩🔥 
•
•
E nesse calor nada melhor que essa duplinha para deixar seu drink mais gelado e charmoso né? 
•
•
Solicite seu orçamento pelo direct🚚📦✔️
•
•
#cobre #caneca #canecadecobre #cachaça #calor https://t.co/78IMIN22nQ",1.0,neutral,positive,positive,False,positive,positive,true
"Têm Artistas famosos da "" música "" que se dizem universitários .Nunca passaram nem na calçada do colégio. Agora aprendem muito bem em #live tratar mulheres como prostitutas e a culpa é da #cachaca  e afins ? Após ressaca , tudo bem ?",0.0,negative,negative,negative,True,negative,negative,true
#Sabadao #Cachaça #Bebopouco https://t.co/UjeRKCxnOk,1.0,neutral,neutral,neutral,False,positive,neutral,true
#escravizados #cachaça #racismo #racismonaTV #SBT,0.0,negative,negative,negative,False,negative,negative,true
"Bora Rir??

#humor #comedia #magrelobarbudo #cachaça em Magrelo Barbudo https://t.co/bYp2vtvA5t",1.0,neutral,neutral,positive,True,positive,positive,true
"Boa #sextaferia pra nós, aowwww vontade de ir no buteco jogar uma sinuca 🤭🤭
-
_
#patrickerafael #duplasertaneja #musica #shows #bar #espeteria #diadebeber #cerveja #MODAO #sertanejomodao #vem #bh #buteco #cachaca… https://t.co/nEv2UFjA6b",1.0,neutral,positive,positive,True,positive,positive,true
"Pinga, Cachaça, Mé, Danada, Marvada, Limpa goela... Todos os nomes levam para uma coisa só.
T-shirt Pinga disponível em https://t.co/LVsNWI6lnP 
Acesse e aproveite os descontos exclusivos + frete grátis. #pinga #rehabmode… https://t.co/HFCiuCBS9R",1.0,neutral,positive,positive,True,positive,positive,true
"BOM PRA RESSACA 🙄🤔🤭

#cachaceiros #cachaceirosdeplantão #cachaca #cachaça #ressaca #ressacabraba em Gugu Nas Teclas https://t.co/Mvce4KspMN",1.0,neutral,positive,neutral,True,neutral,positive,true
"me mimando!
#Matuta #cachaca #cristal #amaisdelícia https://t.co/dhPuX05YGq",1.0,neutral,positive,positive,False,positive,positive,true
"Cachaça Caraçuipe. Armazenada em barris de carvalho europeu. De Campo Alegre/AL. Sabor amadeirado e aveludado, excelente. 40%. #cachaca #caracuipe #cachaçacaraçuipe #pinga em Ipiranga - O Bairro Mais Importante Do… https://t.co/NhQi70H8AA",1.0,neutral,positive,positive,True,positive,positive,true
"Code and cachaça...

#caipirinha #cachaca #limao #pinga #cachacapraianinha #sugarcaneliquor… https://t.co/HXjPrvENeS",1.0,neutral,positive,positive,False,positive,neutral,true
"Ela chegou..... Obrigado pinhadera 👊👊👊🔥🔥🔥
#cachaça #aromatizada #caveira #gole #sabores #cwb #pinhadera em Curitiba, Paraná https://t.co/78g1FGRyQL",2.0,positive,positive,positive,True,positive,positive,true
"Hahaha quem aqui se identificar curte aí 🙏🏻🙏🏻🙏🏻🍺🍺🍺🍺🍺 #pinga #farra #foguete #festaemcasa #festa #live #sucesso #alessandrosertanejo #conselho #goiania #goias #brasil #paz em Goiânia, Goiás, Brasil https://t.co/lH5rKPn5F7",1.0,neutral,positive,positive,True,positive,positive,true
"Para amantes de uma boa cachaça 
#cachacista #cachaça #cachaçacuritiba #cachacatop #cereaisdelgrano em Cereais Del Grano Produtos Naturais e Fitoterápicos https://t.co/uNhpeUId8I",1.0,neutral,neutral,neutral,True,positive,positive,true
Atualização de Perfil! #perfil #atualização #muitoamorpelacerveja #muitoamorpeloverão #fds #fimdesemana #feriado #cerveja #beer #bier #chopp #gin #tônica #whisky #vodka #cachaça #piscina #churrasco #bbq #picanha… https://t.co/1U2gm9UU7f,1.0,neutral,neutral,neutral,False,positive,positive,true
"Gin, limão siciliano, tônica de tangerina e gelo com um fio de Gabriela (cachaça, cravo e canela). #drink #gin #limão #cachaça em São Paulo, Brazil https://t.co/HsejWQCQYM",1.0,neutral,neutral,positive,False,positive,positive,true
"Vamos comemorar a batalha contra o Covid-19 

#xocorona #xocovidi  #caipirinha #estavacomsaudade #pinga #me #esoumtempo em Bangu, Rio De Janeiro, Brazil https://t.co/8MjplenhhS",1.0,neutral,positive,positive,True,positive,positive,none
"Trás a #Cachaça aiiii!!!
🤣🤣🤣🤣🤣🤣🤣🤣
#HajaSofrência 🍻🍻🍻 em Estrada do Coco - Litoral Norte - Bahia - Brasil https://t.co/5ftM7q9D9L",1.0,neutral,positive,positive,True,positive,positive,true
#Massa que vai #cachaca? Advinha aí. em Parque Mandaqui https://t.co/QTlQcy0LI9,1.0,neutral,neutral,neutral,True,neutral,neutral,true
"🥃Cachaça Companheira Imburana.
A cachaça com o sabor e o aroma amadeirados da imburana agregados a alma e a essência da cana. ⌛Armazenada 2 anos em tonéis de Imburana.
#Cachaça #CachacaCompanheira #Imburana #Amburana #Cachaçaria https://t.co/7GIeuCMkTk",1.0,neutral,positive,positive,True,positive,positive,true
"Hj é domingo. Dia de estar no Bar do Zé Bezerra! Pra matar a saudade só uma das muitas fuleragens vividas no melhor bar do mundo!

https://t.co/5DW2ahE5as 

#resenhadebodega #resenha #bodega #cerveja #cachaça… https://t.co/PqZ7ID7pt5",2.0,positive,positive,positive,True,positive,positive,true
"Bom dia! Será que eu posso degustar esse drink ou o #Conar vai me processar também @gusttavo_lima ? Baum #Domingo pra gente! 🍸
.
.
.
#ditadura #maldade #APIMidia #Cotidiano #SemMarca #pinga em Em Casa Mesmo Kkkkk https://t.co/tqQqvkKryC",1.0,neutral,neutral,positive,True,positive,negative,true
"E os estoques vão ficando perigosamente baixos...!!!
Esta é a Japi Clássica, paulista, descansada em barris de amendoim. Muito bem feita, sabor frutado e colorido. 
🥃
#cachaça #cachaca #pinga #branquinha #spirits… https://t.co/Mh1iBuRGdE",2.0,positive,positive,negative,True,positive,negative,true
"Bom dia, e uma ótima semana, que Deus nós abençoe.
.
.
.
.
.
.
.
.
.
.
#rodeio #cavalgadas #cavalgada #vaquejadas #rozeta #cowgirl #cowboy #agro #muladeiros #bruto #brutos #brutas #velhobarreiro #cachaça #roça… https://t.co/XpYwCF27V6",2.0,positive,positive,neutral,True,positive,positive,true
"O Loki sabe o que é bom 😜
Tá com tempo né?
#quarentena #cachaca #gym #osvingadores https://t.co/nWwqEYrFNh",1.0,neutral,neutral,positive,True,positive,positive,true
"Gran visita a Xanadu, destilería de cachaça en Blumenau. 
.
.
.
#cachaça #Blumenau Brasil #drinks #spirits #destilados #barricas #barriles en Xanadu Agroindustria de Bebidas Premium https://t.co/ocDRoli2zH",1.0,neutral,neutral,positive,False,positive,positive,true
"#março é o mês das #mulheres que sonham alto no @finodacana. #Gins #licores #cachaças#drink #beba #cachaca #diadamulher #caipirinha em São Paulo, Brazil https://t.co/PlN7RW8Ldf",1.0,neutral,positive,positive,True,positive,positive,true
"Sextou

#norock #nacachaça #pinga #mé #birinight #caninha #aguaquepassarinhonaobebe em Cariacica https://t.co/NmMnRPBHCt",1.0,neutral,negative,neutral,False,positive,neutral,true
"#cachaça em Rio de Janeiro, Rio de Janeiro https://t.co/0q34OnvT8q",1.0,neutral,neutral,neutral,False,neutral,neutral,true
Sou cachaceiro com orgulho. Vamos desmistificar a palavra. #cachaca #cachaceiros #soucachaceiro #destiladosbrasileiros #destilados #pinga #cana #bebidasdestiladas #divinoguia #rotasenotas em Araraquara https://t.co/0cl9aTdi5U,1.0,neutral,positive,positive,True,positive,neutral,true
Fui comprar #PILHA a mulher entendeu #PINGA. Kk' nada haver né,1.0,neutral,negative,negative,True,neutral,negative,true
Continuando o happy new hear! 😋 🍹 #amigos #Amodoro #cachaça #delícia #happy em Cachaçaria Beba &amp; Babe https://t.co/41EJVkjHT8,2.0,positive,positive,positive,True,positive,positive,true
"Merry Christmas!
Cachaça Artesanal.

#cachaçaaficionados #Cachaça https://t.co/IQ8xHiIEEa",1.0,neutral,positive,positive,True,positive,positive,true
"Presentes dos meus alunos de final do ano...

#beer #cerveja #cachaça #gooseipa #cachaçaseleta #presente #gift em São Bernardo do Campo, Brazil https://t.co/Zu5jfAS6v3",1.0,neutral,neutral,positive,False,positive,positive,true
"Provando mais uma boa cachaça mineira: Arara Azul, armazenada em umburana. 🥃
#cachaça #cachaca #pinga #branquinha #amarelinha #cachaçaouro #spirits #marvada #bendita #Brasil #Brazil @ Restaurante Petí https://t.co/fxmb6Kk8QO",2.0,positive,positive,positive,True,positive,positive,true
"#descanso #pousadaconchegonocampo #saoroque #vinho #roteirodovinho #cachaca

Taporra... Que lugar!
:3 em Pousada Aconchego no Campo https://t.co/6GHVmHjVHc",2.0,positive,neutral,positive,True,positive,positive,true
#cachaça #orgulhodesernordestina #paraibasimsenhor 🇧🇷 https://t.co/ql0nRnbxC6,1.0,neutral,neutral,positive,True,positive,neutral,true
"😍 A biomadebiotec sorteará 01 análise físico-química ⚗ entre os participantes do workshop - A Arte da Fermentação: #cachaça &amp; #rum 
Corre 🏃🏃‍♀️ que ainda dá tempo de aproveitar essa oportunidade no único curso… https://t.co/91kpiWloSW",1.0,neutral,positive,positive,True,positive,positive,true
Vem comigo bebê... ❣️❣️❣️ #rockinrio #imaginedragons #rockinrio2019 #musica #cachaca #riodejaneiro #amomuitotudoisso #eumerecoserfeliz em Rock in Rio 2019 https://t.co/1uZVG7bXos,1.0,neutral,positive,positive,True,positive,positive,true
"😂😂 🍺😂 .
.
. 
.
.
.
.
#bebado #boratomaruma  #cachaceiro #cervejeiros #breja #boteco #buteco #botequeiros #bebados #borabeber #cachaça #cachaceiros #bebada #bebadas #porre #ressaca #alcoólatras #parceirodecopo… https://t.co/E6Lxu1spEA",2.0,positive,positive,positive,True,positive,neutral,true
"Marca ele aqui 😂😂🍻
.
.
.
.
. .
.
.
.
#bebado #boratomaruma  #cachaceiro #cervejeiros #breja #boteco #buteco #botequeiros #bebados #borabeber #cachaça #cachaceiros #bebada #bebadas #porre #ressaca #alcoólatras… https://t.co/r2L0l9rWzU",1.0,neutral,negative,negative,True,positive,neutral,true
"Hj é o aniversário do Grande músico rogeriocaetano7 ! O Resenha de Bodega deseja toda felicidade e sucesso do mundo!

#Resenhadebodega #resenha #bodega #cerveja #cachaça #bar #buteco #fuleragem #musica #br #instagram… https://t.co/e3GWWCNGkh",1.0,neutral,positive,positive,True,positive,positive,true
"😂😂🍻
.
.
.
.
.
.
#bebado #boratomaruma  #cachaceiro #cervejeiros #breja #boteco #buteco #botequeiros #bebados #borabeber #cachaça #cachaceiros #bebada #bebadas #porre #ressaca #alcoólatras #parceirodecopo #amigadecopo… https://t.co/7ju6TiVQEd",2.0,positive,negative,neutral,True,positive,neutral,true
"Marque aquele seu amigo cachaceiro para homenageá-lo no dia Nacional da cachaça! 

https://t.co/WTOyX22Ye7 

#Resenhadebodega #resenha #bodega #cerveja #cachaça #bar #buteco #fuleragem #musica #br #instagram… https://t.co/UMoKCSPqfL",1.0,neutral,positive,positive,True,positive,positive,true
"Eu hoje cedo 😂😂🍻
.
.
.
.
.
#bebado #boratomaruma  #cachaceiro #cervejeiros #breja #boteco #buteco #botequeiros #bebados #borabeber #cachaça #cachaceiros #bebada #bebadas #porre #ressaca #alcoólatras #parceirodecopo… https://t.co/0qbjL6fFnz",1.0,neutral,positive,negative,True,positive,positive,true
"Tome #cachaca 
#SDV",1.0,neutral,positive,neutral,True,neutral,neutral,true
"Eu também não é vc?
.
.
.
.
.
.
#bebado #boratomaruma  #cachaceiro #cervejeiros #breja #boteco #buteco #botequeiros #bebados #borabeber #cachaça #cachaceiros #bebada #bebadas #porre #ressaca #alcoólatras… https://t.co/UAK6iczjws",1.0,neutral,negative,negative,True,neutral,negative,true
"@masterchefbr ou #cachaça ?

#fui #centrão #domingo",1.0,neutral,neutral,neutral,True,neutral,neutral,true
"Meu ciclo de vida 🍻🍺😂
.
.
.
.
.
.
#bebado #boratomaruma  #cachaceiro #cervejeiros #breja #boteco #buteco #botequeiros #bebados #borabeber #cachaça #cachaceiros #bebada #bebadas #porre #ressaca #alcoólatras… https://t.co/safdEY7B8L",1.0,neutral,negative,negative,True,positive,neutral,true
Quem adivinha o que vai sair daqui levanta a mão #manutencao #kariri #mel #limao #saúde #cachaca #cachaça #sabadão #felizdiadospais #diadospais #kariricommel em Guarulhos https://t.co/RxGk72wNL7,1.0,neutral,positive,neutral,True,positive,neutral,true
"Saideira na Noo Cachaçaria! 
🍻🍻🍻

#beer #beerxp #nowdrinking # #saúde #cheers #prost #santé #spirits #cachaça @ Noo Cachaçaria https://t.co/cgDZSjmcss",1.0,neutral,positive,positive,True,positive,positive,true
"Ou a morte ou a vida...
😂🤣😂🤣😂🤣
#vida #morte #humornegro #brasil #cachaça # em Manaus, Brazil https://t.co/kpFyf4iVFY",1.0,neutral,positive,neutral,True,neutral,neutral,true
Bom-dia #planaltoba #alambique #canadeacucar #cachaca #canacaiana #wandorocha #fazenda #faz_sossêgo #coisasdaroça #terra #natureza #vida #dia em Lá Na Roça https://t.co/wcht1mHpio,1.0,neutral,neutral,positive,False,positive,neutral,true
"https://t.co/WTOyX22Ye7 

#Resenhadebodega #resenha #bodega #cerveja #cachaça #bar #buteco #fuleragem #musica #br #instagram #comedia #piada #receitas #comida #sambaraiz #cervejagelada #bebedoresdecerveja… https://t.co/PSXUX5xlOl",1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Mais loucos que o Batman aqui na Festa da Cachaça aqui em Abreus-MG.
Que delicia.
Dedicimos beber só da Cachaça Leite de Onça (Menta), que é pra não misturar.
🥃

#Abreus
#Friends
#Cachaça 
#FestaDaCachaca em Festa… https://t.co/CRKjVglWAw",2.0,positive,positive,positive,True,positive,positive,true
"Gato criado na feira da parangaba é  osso! 😂😂😂
https://t.co/WTOyX22Ye7 

#Resenhadebodega #resenha #bodega #cerveja #cachaça #bar #buteco #fuleragem #musica #br #instagram #comedia #piada #receitas #comida… https://t.co/RPEIkJJ3a1",1.0,neutral,positive,positive,True,positive,positive,none
"Marque aquele seu amigo apaixonado q une o útil ao agradável! 

https://t.co/WTOyX22Ye7 

#Resenhadebodega #resenha #bodega #cerveja #cachaça #bar #buteco #fuleragem #musica #br #instagram #comedia #piada… https://t.co/9TuPNB8afJ",1.0,neutral,positive,positive,True,positive,neutral,none
Quando você da aquela puxada na caipirinha e vem o velho barreiro purinho. #cachaça #velhobarreiro https://t.co/uekeAYJ6gk,1.0,neutral,positive,positive,True,positive,positive,true
"https://t.co/WTOyX22Ye7 

#ResenhadeBodega #resenha #bodega #cerveja #cachaça #bar #buteco #fuleragem #musica #br #instagram #comedia #piada #receitas #comida #sambaraiz #cervejagelada #bebedoresdecerveja… https://t.co/nTgoiYoKm1",1.0,neutral,neutral,neutral,False,neutral,neutral,true
"fernanda.s.saraiva
#jabour #cachaça #feijoada em Retrô Pub Beer https://t.co/ssjUrYzZJp",1.0,neutral,neutral,neutral,False,neutral,neutral,true
150 ou160 #ypioca #cachaça #aguardente #caninha #pinga #cachaçaartesanal #bebidas #drinkstagram #drinks #bar #boteco #tasquinhas #buteco #pub #taberna #bar #bodega #f1nogp #indynogp… https://t.co/5U3Ei2M7fq,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Alô Manaus dia 26 de Abril tem  leomagalhaesoficial .
Brasil Sertanejo lbproducoes #spotify #facebook #belohorizonte #minasgerais #cruzeiro #mineirao #pampulha #atletico #queijo #cachaca… https://t.co/s2Uo0ZLTrg",1.0,neutral,neutral,neutral,False,neutral,neutral,true
"https://t.co/tHC3GTbZuY 

#ResenhadeBodega #resenha #bodega #cerveja #cachaça #bar #buteco #fuleragem #musica #br #instagram #comedia #piada #receitas #comida #sambaraiz #cervejagelada… https://t.co/f2YCIls1qV",1.0,neutral,neutral,neutral,False,neutral,neutral,true
21:21 ❤ #pinga,1.0,neutral,neutral,positive,False,positive,neutral,true
#Cachaça #Coqueiro desde 1803. A história do #Brasil 🇧🇷 passou aqui #Paraty #riodejaneiro y2015 #pinga @ Cachaça Coqueiro https://t.co/6rj1akYAIR,1.0,neutral,neutral,positive,False,neutral,neutral,true
"Ainda não assistiu a Resenha com a galera do Alfazemas? Então vai no https://t.co/WTOyX2kz5F, se inscreve e compartilha bodegueiro!

#ResenhadeBodega #resenha #bodega #cerveja #cachaça… https://t.co/bgV0qLb09Q",1.0,neutral,positive,positive,True,positive,positive,true
#Musica #cachaça https://t.co/buoKkOuyn9,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Jamais Desista da escada da vida, pois a felicidade está sempre nos próximos degraus. 🙌🏿🍸

#Cachaça #Barreiro #Carvalhão #CachaçaEnvelhecida #MuitoBom #BomDiia em Adega Yrapuru - Cachaçaria https://t.co/LWUHvR7eQg",2.0,positive,positive,positive,True,positive,positive,true
"Pensa num lugar que você se sente entrando no filme #hangover 

.

.

#lapa
#cachaca 
#riodejaneiro 
#partyhard em Bar da Cachaça https://t.co/5RRq3pEef4",1.0,neutral,positive,positive,True,positive,positive,true
"Explorando os coquetéis do guaritabar. 
🍹🥃🍸
#gin #cachaça #cachaca #pinga #branquinha #amarelinha #cachaçaouro #cachaçapaulista #spirits #marvada #bendita #Brasil #Brazil #drinks #drinx… https://t.co/tjJ5Ve7peq",1.0,neutral,neutral,positive,True,neutral,positive,true
#Calda de #cereja com #cachaça em Itaquaquecetuba https://t.co/F14kAAz9pN,1.0,neutral,neutral,positive,False,neutral,neutral,true
#sábado #pagode #revelacao #amigos #cachaça #redbull #euamo #obrigadosenhor em Balneário Atafona https://t.co/6QIcZwYePX,2.0,positive,neutral,positive,False,positive,positive,true
"compre barato, hashtag bagallera
. 
.
#chuy #chui #bagallero #poundland #contrabando #brazil #londres #todoporunreal #cachaca en Chuí, Rio Grande do Sul, Brazil https://t.co/rohSfl3OQk",1.0,neutral,negative,neutral,False,neutral,positive,true
"Adivinhe.
#cachaça 
#cerveja em Barreiras, Bahia, Brazil https://t.co/1XPJ3SboIA",1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Time de peso da ypiocaoficialbr no rabodegalo.oficialbrasil 

#rabodegalo #campeonatonacionalrabodegalo #coquetelaria #coquetelariabrasileira #cachaça #mixologiabrasileira #bartender… https://t.co/UWpxwRIFxQ",2.0,positive,neutral,neutral,False,neutral,neutral,true
"Começando o dia ganhando presente! Valeu @Thadeujunqueira vou tomar essa garrafa e entrar no grupo pra resenha kkkkkk #cachaca #docedeleite em Cotia, Sao Paulo, Brazil https://t.co/jmLismZJb7",1.0,neutral,positive,positive,True,positive,positive,true
Antes ou depois cachaça 👧? #cachaca #minasgerais #bichinho #tiradentes em Bichinho Historic Center https://t.co/xqA2BBkE4V,1.0,neutral,neutral,neutral,True,neutral,neutral,true
Cachaça Labareda. De Paraty/RJ. Produzida artesanalmente a mais de 150 anos. 40%. Armazenada em Barril de Jequitiba e Umburana. Sabor bem amadeirado. Não agride o nariz. #cachaça… https://t.co/yg9jtoGQW1,2.0,positive,positive,positive,True,positive,neutral,true
"https://t.co/WTOyX22Ye7 

#Resenhadebodega #resenha #bodega #samba #futebol #Brasil #musica #cerveja #cachaça #bar #buteco #fuleragem #cerveja #br #instagram #comedia #piada #receitas… https://t.co/xkiVnbgiut",1.0,neutral,neutral,neutral,False,neutral,neutral,true
Dia de aprender mais sobre cachaça com agenormaccari. #cachaça #cacharitiba em Mercado Municipal de Curitiba - ASCESME https://t.co/xiLjeVi3Nv,1.0,neutral,neutral,positive,False,positive,positive,true
Cachaça Weber Haus Premium Gold Orgânica. Envelhecida 3 anos em barris de Carvalho. De Ivoti/RS. #cachaçagaucha #cachaca #cachaça #pinga #ivoti #weberhaus #riograndedosul #rs #ivotirs… https://t.co/YZ21Sw1yMs,1.0,neutral,neutral,positive,False,neutral,neutral,true
"FAÇA UMA VISITA NO MEU CANAL
https://t.co/j3F0VulklW

Nossa loja @instalojahippie 

#nordestino #rapadura #canal #cachaça #video #artesanato #artesão #RogerBarba em Caetité https://t.co/Jwc4MHrq4v",1.0,neutral,positive,positive,False,neutral,positive,true
Bora casar Camila e Valdir! #casamento #terno #blazer #muitoamorpelacerveja #muitoamorpeloverão #fds #fimdesemana #feriado #cerveja #beer #bier #chopp #whisky #vodka #cachaça #tequila… https://t.co/vTmm6bqhiO,1.0,neutral,positive,positive,True,positive,neutral,true
Fala tu meu consagrado 🥃🔒 #tbt #cachaça em Boteco Carioca Rs https://t.co/y5tDl3Mr7O,1.0,neutral,positive,positive,True,positive,neutral,true
"Ainda do casamento da Juliana&amp;Junior 😍❤
#amor
#cachaça 
#melhoramentos em Guará, Distrito Federal, Brazil https://t.co/CtKfBNa3KX",1.0,neutral,neutral,positive,True,positive,positive,true
"Workshop de Caipirinha, no Restaurante Escola Senac/Casa do Comércio, com o Prof. e Cachacier Cassio Lazaro.
#cachaça #caipirinha #cachacier #frutarinha em Salvador, Bahia, Brazil https://t.co/P1gYSgVMOE",1.0,neutral,positive,positive,False,positive,positive,true
"Quando vc sai para jantar e chapar com seu namorado e ele fica no celular

Quem mexeu no celular paga a conta.

#lagoadaconceicao #boyfriend #cachaça em Primicias Do Mar https://t.co/QNHNHpwdHG",1.0,neutral,negative,negative,True,negative,negative,true
"#amazonas #nowords 
#piranhas #tarantulas #vidasalvaje #chiatutheboss #friends #thelosrtotheriver #cachaça #brazil #inthejungle en Amazonas https://t.co/CaGeeDf4E2",1.0,neutral,neutral,neutral,False,neutral,neutral,true
Mortadela da Elaine #lanches #burgers #comidadibuteco #petiscos #acepipes #mais1gole #empóriolauraaguiar #bar #boteco #buteco #pub #bodega #tasquinha #botequim #taberna #cachaça… https://t.co/BqfoqO2Knw,1.0,neutral,neutral,neutral,False,positive,neutral,true
"Serra Morena #cachaça #clubedacachaça #cachaçacurtida #pinga #aguardente #bar #boteco #buteco #pub #bodega #tasquinha #botequim #museudacachaça #serramorena #salinasmg em São Paulo, Brazil https://t.co/4f1HlmtgR5",1.0,neutral,neutral,positive,False,neutral,neutral,true
Cachaça de qualidade tem nome Guaraciaba Premium ! #Cachaça #Mineira #Envelhevida #Barril #Umburana em Ronaldo Licores &amp; Cachaças https://t.co/r1FTSt4MAL,2.0,positive,positive,positive,True,positive,positive,true
Quando tu percebe que a garganta tá uó !Vamos curar logo #cachaça,1.0,neutral,positive,positive,True,negative,negative,true
"Linda, delícia de cachaça de Cândido Mota, interior de SP.
Armazenada em amburana, jequitibá e carvalho. 🍻🍻🍻

#beerxp #nowdrinking #Brazil #Brasil #saúde #cheers #prost #santé #cachaça… https://t.co/PQjwcOvHS2",2.0,positive,positive,positive,True,positive,positive,true
"Você que não passar essa corrente adiante, ficará sem gole no fim de semana! #TodosPeloGole #Cachaça #Trapaça https://t.co/3OKcJReGon",1.0,neutral,negative,negative,True,negative,negative,true
Álcool nosso de cada dia #jantar #massa #caipirinha #cachaca https://t.co/WtlXjxK1OE,2.0,positive,positive,positive,False,positive,neutral,true
Cachaça Tio Lê #cachaca #pinga #cachacamineira #cachaça em Ipiranga https://t.co/N6HUvZeMk4,1.0,neutral,neutral,positive,False,neutral,neutral,true
"O #sol nasce para todos, mas poucos tem o privilégio de #brindar o momento com uma boa #cachaça.… https://t.co/nP9a6n7Z1q",1.0,neutral,positive,positive,True,neutral,positive,true
"Eu num entendo nem de #moda e pior ainda de #cachaca; mas de #comida , ah, essas eu entendo… https://t.co/m4OPo9GFwb",1.0,neutral,neutral,negative,True,neutral,negative,true
"Você disse... CACHAÇA 🌚🌚🌚
.
.
.
.
.
#mardita #cachaça #paraty em Alambique Engenho D'Ouro https://t.co/HVxqp2YjPP",1.0,neutral,positive,neutral,True,positive,neutral,true
Aquela saída que é garantia de diversão... #rolê #rainhadamata #cheers #brinde #bomdemais #pinga… https://t.co/aVsDKRWDYJ,1.0,neutral,positive,positive,True,positive,positive,true
"Agricultura camponesa #cachaça em Guará, Distrito Federal, Brazil https://t.co/k87FCTUxeN",1.0,neutral,neutral,neutral,False,neutral,neutral,true
Acho q essa ta boa pra iniciar a noite do sábado 😋 #Cachaça #BrazilianCachaça em Residencial… https://t.co/VtgrS3uGbg,1.0,neutral,positive,positive,True,positive,positive,true
#seja bem vindo #jhonnie te amo 💕 #malvada #cachaca #adoro #e tudo culpa #dela #sempre #foi… https://t.co/wL1bKwJtQy,2.0,positive,positive,negative,True,positive,positive,true
Lugar dahora demais  #bebados #cachaca #jagermeister #amor em Partisans Pub https://t.co/I71UWE29CA,2.0,positive,negative,positive,True,positive,positive,true
#jabuticaba #cachacasapucaia #cachaca #craftdrinks #drinks #artesian #braziliandrinks #casa… https://t.co/tmmenN63Gv,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"O famigerado cão chupando manga

#pinga #dog #fitness #viralata em Hospital Psiquiátrico Pinel https://t.co/QX2xQ0QWDx",1.0,neutral,negative,negative,True,neutral,neutral,none
#arte #art #cachaça #riodejaneiro #errejota #cerveja #bier #beer #biere #пиво #viagemeturismo… https://t.co/vTvPuCIBU0,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Caipirinha de jabuticaba. #cachaca #minasgerais #amigosqueamamosmuito #caipirinha #brasile… https://t.co/0dwu99JCgZ,1.0,neutral,positive,positive,True,positive,positive,true
Se bem que Teodoro &amp; Sampaio sempre foi bom... E sempre será! Igual o #Snes e a #Cachaça / #Cerveja! Logo...,2.0,positive,positive,positive,True,positive,positive,true
Hoje tá diferente! A melhor do mundo! #cachaça #aromadaserra… https://t.co/uK3r4gwUU7,1.0,neutral,positive,positive,True,positive,positive,true
#cachaça 😂👽 https://t.co/sXpMmrtYbn,1.0,neutral,neutral,neutral,False,positive,neutral,true
Oooohhhh Sofrência!!! #cachaça #sofrencia @ Cidade de Sao Roque https://t.co/1sXtNWu0gq,1.0,neutral,negative,negative,True,negative,negative,true
@DoBalacobaco89 @RafaRondelli se algum dia for a Ilha do Mel-PR não deixe de provar a Meleca na Toca do Raul #cachaça #típica 🍸🍹,2.0,positive,positive,positive,True,positive,positive,true
